customer_id,customer_name,region,end_use,customer_type,city,state,years_as_customer,credit_limit
C02284,Smith General Contractors 2,Southwest,General Construction,Independent Contractor,Austin,TX,1,5000
C02285,Ultimate Electrical Enterprises 1,Midwest,Electrical,Small Commercial,Cleveland,OH,12,185000
C02286,Superior Electrical Enterprises 1,Northeast,Electrical,Large Commercial,Buffalo,NY,3,125000
C02287,Thomas Plumbing Works 2,Southwest,Plumbing,Large Commercial,Austin,TX,9,415000
C02288,Quality Residential Pros 1,Northeast,Residential Construction,Small Commercial,Boston,MA,10,135000
C02289,Prime Painting Services,Midwest,Painting,Small Commercial,Chicago,IL,8,95000
C02290,Spokane Plumbing Group 1,Northwest,Plumbing,Small Business,Spokane,WA,13,70000
C02291,Flooring Pros 1,Southeast,Flooring,Small Business,Orlando,FL,5,35000
C02292,Kansas City General LLC 2,South Central,General Construction,Large Commercial,Kansas City,MO,4,395000
C02293,Pro Plumbing Pros,West,Plumbing,Large Commercial,Sacramento,CA,1,200000
C02294,Smith & Sons HVAC,Northeast,HVAC,Small Business,Boston,MA,14,30000
C02295,Austin Electrical Inc 2,Southwest,Electrical,Small Business,Austin,TX,2,90000
C02296,Pro HVAC Co,Northwest,HVAC,Small Business,Boise,ID,15,80000
C02297,Richmond Plumbing Enterprises,Mid-Atlantic,Plumbing,Large Commercial,Richmond,VA,2,385000
C02298,Rodriguez Plumbing Solutions 1,Northwest,Plumbing,Small Business,Boise,ID,8,20000
C02299,Anderson General Inc 2,Southeast,General Construction,Small Commercial,Miami,FL,14,180000
C02300,Rapid Painting Works,West,Painting,Small Business,San Diego,CA,7,30000
C02301,Anderson Residential Works,Midwest,Residential Construction,Small Business,Chicago,IL,5,45000
C02302,Tampa Electrical Experts,Southeast,Electrical,Small Commercial,Tampa,FL,12,170000
C02303,Dynamic HVAC LLC,Southwest,HVAC,Small Business,San Antonio,TX,10,75000
C02304,Professional Residential Co 2,Southwest,Residential Construction,Large Commercial,Houston,TX,11,255000
C02305,San Jose HVAC Solutions 1,West,HVAC,Small Business,San Jose,CA,12,80000
C02306,Martinez Electrical Contractors,Southwest,Electrical,Small Business,San Antonio,TX,11,25000
C02307,Rodriguez HVAC Services 2,Mid-Atlantic,HVAC,Small Business,Pittsburgh,PA,12,60000
C02308,Rodriguez General Contractors,Mid-Atlantic,General Construction,Small Commercial,Pittsburgh,PA,3,60000
C02309,Advanced Electrical Group,Southeast,Electrical,Small Commercial,Orlando,FL,3,195000
C02310,Certified HVAC Works 2,Southwest,HVAC,Small Commercial,Dallas,TX,13,170000
C02311,Martinez Painting Contractors 2,Southwest,Painting,Small Business,Austin,TX,7,95000
C02312,Johnson Plumbing Works 1,West,Plumbing,Small Business,San Francisco,CA,14,30000
C02313,Los Angeles Residential Solutions 1,West,Residential Construction,Large Commercial,Los Angeles,CA,11,480000
C02314,Smith Residential Services,Northeast,Residential Construction,Independent Contractor,New York,NY,4,40000
C02315,Boston Painting LLC,Northeast,Painting,Large Commercial,Boston,MA,15,260000
C02316,Thomas & Sons General 2,Southwest,General Construction,Small Commercial,Austin,TX,5,125000
C02317,Garcia Electrical Specialists,West,Electrical,Large Commercial,Los Angeles,CA,1,220000
C02318,Clark General Inc,Northeast,General Construction,Small Business,Buffalo,NY,8,95000
C02319,Philadelphia Carpentry Supply,Mid-Atlantic,Carpentry,Small Business,Philadelphia,PA,5,25000
C02320,Lee Painting Pros 2,Southeast,Painting,Small Commercial,Miami,FL,9,185000
C02321,Tulsa Painting Pros,South Central,Painting,Small Business,Tulsa,OK,11,80000
C02322,Spokane Electrical Supply 1,Northwest,Electrical,Small Business,Spokane,WA,10,80000
C02323,Superior Plumbing Solutions 2,Northeast,Plumbing,Small Commercial,Providence,RI,10,90000
C02324,Seattle General LLC 2,Northwest,General Construction,Large Commercial,Seattle,WA,14,405000
C02325,National HVAC Inc,South Central,HVAC,Small Commercial,Tulsa,OK,2,125000
C02326,Brown Residential Pros 1,West,Residential Construction,Small Business,Los Angeles,CA,6,55000
C02327,Davis General LLC 3,Southwest,General Construction,Small Business,Dallas,TX,1,20000
C02328,Jacksonville Residential LLC 2,Southeast,Residential Construction,Large Commercial,Jacksonville,FL,5,340000
C02329,Davis Flooring Pros 1,South Central,Flooring,Small Business,Little Rock,AR,1,70000
C02330,Moore Residential Solutions 1,Midwest,Residential Construction,Large Commercial,Cleveland,OH,8,380000
C02331,Brown & Sons Electrical 1,Southwest,Electrical,Small Commercial,Houston,TX,4,175000
C02332,Jacksonville General Specialists 3,Southeast,General Construction,Small Commercial,Jacksonville,FL,3,170000
C02333,Brown & Sons General 2,Southwest,General Construction,Large Commercial,Phoenix,AZ,15,130000
C02334,Lee Residential Pros 3,West,Residential Construction,Large Commercial,Sacramento,CA,3,300000
C02335,Pro General Solutions 1,Northeast,General Construction,Large Commercial,Newark,NJ,15,420000
C02336,Plumbing Experts 3,Midwest,Plumbing,Small Business,Cleveland,OH,8,95000
C02337,Tulsa Residential Works,South Central,Residential Construction,Large Commercial,Tulsa,OK,10,325000
C02338,Miami Residential Supply,Southeast,Residential Construction,Small Commercial,Miami,FL,7,175000
C02339,Prime HVAC Supply,Southwest,HVAC,Small Commercial,Dallas,TX,2,195000
C02340,San Diego Plumbing Supply,West,Plumbing,Small Commercial,San Diego,CA,13,190000
C02341,Moore Plumbing Enterprises 1,Southeast,Plumbing,Small Commercial,Orlando,FL,9,55000
C02342,Premier HVAC Supply 3,Southeast,HVAC,Large Commercial,Atlanta,GA,13,245000
C02343,Quality Painting Contractors 1,Southeast,Painting,Independent Contractor,Atlanta,GA,5,30000
C02344,San Antonio Painting Services,Southwest,Painting,Independent Contractor,San Antonio,TX,14,10000
C02345,Lee General Enterprises,West,General Construction,Independent Contractor,San Diego,CA,9,40000
C02346,Davis Flooring Enterprises,Northeast,Flooring,Large Commercial,Providence,RI,7,230000
C02347,Phoenix HVAC Experts,Southwest,HVAC,Small Business,Phoenix,AZ,3,20000
C02348,San Francisco Plumbing Inc,West,Plumbing,Small Commercial,San Francisco,CA,15,125000
C02349,Pro HVAC Works,Southwest,HVAC,Small Business,Houston,TX,13,80000
C02350,Seattle Residential LLC,Northwest,Residential Construction,Small Commercial,Seattle,WA,7,145000
C02351,Tulsa Painting Contractors 1,South Central,Painting,Independent Contractor,Tulsa,OK,10,20000
C02352,Advanced Residential Experts 1,Southwest,Residential Construction,Large Commercial,Dallas,TX,8,420000
C02353,Houston Painting Contractors,Southwest,Painting,Small Commercial,Houston,TX,5,90000
C02354,Richmond Residential Co 1,Mid-Atlantic,Residential Construction,Small Commercial,Richmond,VA,15,105000
C02355,Superior Electrical Services 2,Northeast,Electrical,Small Business,Newark,NJ,11,35000
C02356,Plumbing Pros 3,West,Plumbing,Small Business,Sacramento,CA,7,100000
C02357,Garcia & Sons Carpentry 1,Southeast,Carpentry,Small Business,Orlando,FL,8,40000
C02358,Chicago Residential Contractors,Midwest,Residential Construction,Small Commercial,Chicago,IL,7,85000
C02359,Taylor Flooring Contractors 1,West,Flooring,Small Business,Los Angeles,CA,3,60000
C02360,San Diego Electrical Works,West,Electrical,Small Business,San Diego,CA,8,45000
C02361,Orlando Electrical Inc,Southeast,Electrical,Large Commercial,Orlando,FL,11,450000
C02362,Tampa Residential Group,Southeast,Residential Construction,Small Business,Tampa,FL,9,100000
C02363,Baltimore Residential LLC 2,Mid-Atlantic,Residential Construction,Large Commercial,Baltimore,MD,1,140000
C02364,Smith Plumbing LLC,Northeast,Plumbing,Small Commercial,Newark,NJ,15,50000
C02365,Precision HVAC Co 1,Southeast,HVAC,Small Business,Jacksonville,FL,2,65000
C02366,Pioneer General Co,West,General Construction,Small Commercial,Sacramento,CA,5,195000
C02367,Professional HVAC Contractors 1,Southwest,HVAC,Large Commercial,Dallas,TX,7,450000
C02368,Moore Painting Works,Northeast,Painting,Small Commercial,New York,NY,6,180000
C02369,Expert General Enterprises 1,Northeast,General Construction,Large Commercial,Boston,MA,7,215000
C02370,Johnson & Sons Painting 2,West,Painting,Independent Contractor,San Jose,CA,15,5000
C02371,Pro Painting LLC,Southeast,Painting,Small Commercial,Tampa,FL,15,150000
C02372,Expert Residential Co 1,Southwest,Residential Construction,Large Commercial,Phoenix,AZ,6,160000
C02373,National Residential Enterprises 2,Southwest,Residential Construction,Independent Contractor,Austin,TX,9,20000
C02374,Rodriguez Residential Supply 1,Southeast,Residential Construction,Small Commercial,Jacksonville,FL,10,140000
C02375,Thomas Painting LLC,Northeast,Painting,Small Business,New York,NY,9,55000
C02376,Thomas Electrical Works 2,Southeast,Electrical,Small Business,Jacksonville,FL,2,75000
C02377,Ultimate Painting Experts 1,West,Painting,Large Commercial,San Francisco,CA,15,340000
C02378,Pro Residential Group,West,Residential Construction,Large Commercial,San Francisco,CA,7,325000
C02379,Jacksonville Electrical Pros,Southeast,Electrical,Small Business,Jacksonville,FL,1,65000
C02380,Expert Carpentry Solutions 1,Northwest,Carpentry,Small Business,Seattle,WA,6,100000
C02381,Lee Plumbing Supply,Southwest,Plumbing,Small Commercial,Houston,TX,2,155000
C02382,Elite Residential Co 1,Midwest,Residential Construction,Small Commercial,Indianapolis,IN,11,175000
C02383,Complete General Supply,Midwest,General Construction,Small Commercial,Milwaukee,WI,10,110000
C02384,Pittsburgh Residential Group,Mid-Atlantic,Residential Construction,Large Commercial,Pittsburgh,PA,10,405000
C02385,Dynamic General Supply,Southwest,General Construction,Small Commercial,Austin,TX,12,105000
C02386,Moore General LLC 2,Southwest,General Construction,Small Business,Dallas,TX,6,85000
C02387,Detroit General Group,Midwest,General Construction,Small Business,Detroit,MI,14,75000
C02388,Metro Roofing Inc,Southeast,Roofing,Small Business,Miami,FL,11,80000
C02389,Expert Painting Group,West,Painting,Small Commercial,San Jose,CA,4,180000
C02390,Sacramento Residential Co,West,Residential Construction,Small Commercial,Sacramento,CA,10,100000
C02391,Richmond General Supply 2,Mid-Atlantic,General Construction,Large Commercial,Richmond,VA,5,385000
C02392,Rodriguez Painting Enterprises,Southwest,Painting,Large Commercial,Dallas,TX,13,335000
C02393,Pro General Inc 1,West,General Construction,Small Commercial,Los Angeles,CA,10,105000
C02394,Superior Plumbing Group,Northwest,Plumbing,Large Commercial,Portland,OR,7,150000
C02395,Chicago Landscaping Enterprises,Midwest,Landscaping,Small Commercial,Chicago,IL,8,55000
C02396,Expert Residential Inc,Midwest,Residential Construction,Large Commercial,Detroit,MI,13,375000
C02397,Certified General Works 1,Southeast,General Construction,Small Commercial,Miami,FL,13,95000
C02398,Atlanta HVAC Enterprises,Southeast,HVAC,Small Commercial,Atlanta,GA,11,70000
C02399,Garcia Plumbing Group 2,Midwest,Plumbing,Small Commercial,Milwaukee,WI,10,90000
C02400,Moore Carpentry Supply,Southwest,Carpentry,Large Commercial,San Antonio,TX,2,495000
C02401,Milwaukee General Enterprises,Midwest,General Construction,Small Commercial,Milwaukee,WI,5,175000
C02402,Metro Carpentry Contractors,Southeast,Carpentry,Independent Contractor,Orlando,FL,6,5000
C02403,Brown HVAC Specialists,West,HVAC,Small Business,San Francisco,CA,3,30000
C02404,Atlanta Residential Solutions 2,Southeast,Residential Construction,Independent Contractor,Atlanta,GA,14,15000
C02405,Quality Painting Experts 1,Southeast,Painting,Small Commercial,Miami,FL,4,140000
C02406,Atlanta Residential Pros 3,Southeast,Residential Construction,Small Business,Atlanta,GA,15,65000
C02407,Expert Plumbing Experts 1,Southwest,Plumbing,Large Commercial,Dallas,TX,15,275000
C02408,Newark Painting Services 3,Northeast,Painting,Small Commercial,Newark,NJ,10,75000
C02409,Professional Electrical Specialists 2,Northeast,Electrical,Large Commercial,Boston,MA,12,295000
C02410,Pro General Inc,Northeast,General Construction,Large Commercial,Providence,RI,8,420000
C02411,Prime Electrical Solutions,Northwest,Electrical,Small Business,Seattle,WA,13,65000
C02412,Reliable HVAC Group,Northeast,HVAC,Small Commercial,Newark,NJ,11,50000
C02413,Taylor & Sons Painting 1,Southwest,Painting,Large Commercial,Austin,TX,2,210000
C02414,Oklahoma City HVAC Experts,South Central,HVAC,Large Commercial,Oklahoma City,OK,15,300000
C02415,Reliable Painting Pros,Midwest,Painting,Large Commercial,Milwaukee,WI,13,130000
C02416,Los Angeles Painting Solutions,West,Painting,Large Commercial,Los Angeles,CA,13,475000
C02417,Lee Painting LLC,Southwest,Painting,Large Commercial,Austin,TX,14,415000
C02418,Sacramento Roofing Experts,West,Roofing,Large Commercial,Sacramento,CA,10,450000
C02419,Anderson & Sons Roofing 1,West,Roofing,Independent Contractor,San Jose,CA,1,20000
C02420,Lee General Specialists,Northeast,General Construction,Large Commercial,Boston,MA,10,235000
C02421,Dynamic Residential Solutions 1,Northwest,Residential Construction,Small Business,Seattle,WA,3,25000
C02422,Premier General Contractors 2,Mid-Atlantic,General Construction,Small Commercial,Pittsburgh,PA,11,145000
C02423,Baltimore HVAC Co 1,Mid-Atlantic,HVAC,Small Commercial,Baltimore,MD,6,105000
C02424,Detroit Painting LLC 1,Midwest,Painting,Small Business,Detroit,MI,6,80000
C02425,Precision Painting Pros 1,West,Painting,Small Commercial,Los Angeles,CA,10,115000
C02426,Lee General LLC 1,Northwest,General Construction,Small Business,Seattle,WA,13,55000
C02427,Little Rock HVAC Supply,South Central,HVAC,Small Business,Little Rock,AR,15,50000
C02428,Providence Residential LLC 2,Northeast,Residential Construction,Small Commercial,Providence,RI,1,110000
C02429,Summit Carpentry Group 1,Southeast,Carpentry,Large Commercial,Tampa,FL,11,320000
C02430,Garcia Plumbing Contractors,Midwest,Plumbing,Large Commercial,Chicago,IL,3,350000
C02431,Los Angeles Plumbing Specialists 2,West,Plumbing,Small Business,Los Angeles,CA,10,40000
C02432,Ultimate Residential LLC 1,West,Residential Construction,Small Commercial,San Diego,CA,11,190000
C02433,Philadelphia Painting LLC 2,Mid-Atlantic,Painting,Small Commercial,Philadelphia,PA,3,190000
C02434,Brown Painting Enterprises,Mid-Atlantic,Painting,Small Commercial,Philadelphia,PA,3,145000
C02435,Garcia HVAC Enterprises,Mid-Atlantic,HVAC,Small Commercial,Richmond,VA,15,140000
C02436,Reliable Plumbing Works 1,Southeast,Plumbing,Small Commercial,Jacksonville,FL,12,140000
C02437,Pioneer Residential Services,Midwest,Residential Construction,Small Commercial,Cleveland,OH,7,155000
C02438,Detroit General Experts,Midwest,General Construction,Small Business,Detroit,MI,6,75000
C02439,Expert Residential Inc 2,Southeast,Residential Construction,Small Commercial,Miami,FL,2,175000
C02440,Dallas Residential Services 1,Southwest,Residential Construction,Independent Contractor,Dallas,TX,7,15000
C02441,San Francisco Roofing Inc,West,Roofing,Small Business,San Francisco,CA,6,100000
C02442,National Electrical Works,Midwest,Electrical,Small Commercial,Milwaukee,WI,2,115000
C02443,Los Angeles Plumbing Co,West,Plumbing,Small Commercial,Los Angeles,CA,6,100000
C02444,Taylor Flooring Experts 1,Southeast,Flooring,Small Business,Miami,FL,3,35000
C02445,Rodriguez General Enterprises 1,Southwest,General Construction,Independent Contractor,Austin,TX,13,20000
C02446,Martinez Electrical Enterprises 1,West,Electrical,Large Commercial,Sacramento,CA,9,275000
C02447,Phoenix General Supply 1,Southwest,General Construction,Small Business,Phoenix,AZ,13,95000
C02448,Los Angeles Residential Works,West,Residential Construction,Small Business,Los Angeles,CA,5,40000
C02449,New York General LLC,Northeast,General Construction,Small Business,New York,NY,5,30000
C02450,San Antonio Residential Supply 1,Southwest,Residential Construction,Small Business,San Antonio,TX,14,100000
C02451,Prime Painting Supply 2,Midwest,Painting,Small Commercial,Chicago,IL,11,165000
C02452,Dynamic HVAC Supply,West,HVAC,Large Commercial,Los Angeles,CA,12,195000
C02453,Davis General Solutions,West,General Construction,Independent Contractor,San Diego,CA,14,15000
C02454,Boston Residential LLC,Northeast,Residential Construction,Small Commercial,Boston,MA,15,170000
C02455,Milwaukee General LLC 2,Midwest,General Construction,Small Commercial,Milwaukee,WI,11,180000
C02456,Davis Residential Solutions,West,Residential Construction,Small Commercial,San Francisco,CA,7,190000
C02457,Jacksonville Plumbing Enterprises,Southeast,Plumbing,Large Commercial,Jacksonville,FL,2,110000
C02458,Professional General Contractors,Northeast,General Construction,Small Commercial,Providence,RI,7,185000
C02459,Precision Electrical Contractors 1,Northeast,Electrical,Independent Contractor,New York,NY,4,25000
C02460,Sacramento Painting Works,West,Painting,Large Commercial,Sacramento,CA,2,225000
C02461,Plumbing Supply 2,Mid-Atlantic,Plumbing,Large Commercial,Pittsburgh,PA,14,365000
C02462,Advanced Plumbing Services,Midwest,Plumbing,Independent Contractor,Indianapolis,IN,12,35000
C02463,Garcia Electrical Solutions,Mid-Atlantic,Electrical,Small Business,Philadelphia,PA,1,65000
C02464,Brown Residential Specialists 1,Southeast,Residential Construction,Small Business,Atlanta,GA,5,50000
C02465,Rapid Painting Specialists,Northeast,Painting,Small Commercial,Providence,RI,10,110000
C02466,Pro General Contractors 1,West,General Construction,Large Commercial,San Diego,CA,3,260000
C02467,Sacramento HVAC Inc 3,West,HVAC,Large Commercial,Sacramento,CA,11,425000
C02468,Chicago Plumbing Specialists 3,Midwest,Plumbing,Independent Contractor,Chicago,IL,4,25000
C02469,Lee HVAC Services 1,Mid-Atlantic,HVAC,Small Business,Philadelphia,PA,4,70000
C02470,Martinez Roofing Solutions,Midwest,Roofing,Small Commercial,Detroit,MI,11,55000
C02471,Pioneer Residential Inc 1,Southwest,Residential Construction,Small Commercial,Dallas,TX,2,160000
C02472,National Plumbing Supply,Midwest,Plumbing,Small Commercial,Milwaukee,WI,5,105000
C02473,Thomas & Sons HVAC 1,Mid-Atlantic,HVAC,Small Business,Pittsburgh,PA,8,80000
C02474,Brown & Sons Roofing,Southeast,Roofing,Independent Contractor,Atlanta,GA,6,20000
C02475,Clark Plumbing Supply,Southeast,Plumbing,Small Commercial,Jacksonville,FL,10,170000
C02476,Garcia & Sons Plumbing 2,Southeast,Plumbing,Large Commercial,Miami,FL,1,440000
C02477,Wilson Electrical Group 3,Northeast,Electrical,Small Commercial,Boston,MA,6,175000
C02478,Pittsburgh Painting LLC 1,Mid-Atlantic,Painting,Small Commercial,Pittsburgh,PA,8,185000
C02479,Smith Residential Contractors 2,South Central,Residential Construction,Small Commercial,Tulsa,OK,1,155000
C02480,Portland Residential Supply 3,Northwest,Residential Construction,Large Commercial,Portland,OR,13,135000
C02481,Precision Residential Co 1,Southeast,Residential Construction,Small Business,Tampa,FL,11,35000
C02482,Jacksonville Painting Inc,Southeast,Painting,Large Commercial,Jacksonville,FL,2,335000
C02483,Newark General Services 1,Northeast,General Construction,Small Business,Newark,NJ,6,60000
C02484,Lee Plumbing Contractors,Northeast,Plumbing,Small Commercial,New York,NY,14,155000
C02485,Brown General Specialists,Northeast,General Construction,Large Commercial,Newark,NJ,3,115000
C02486,Newark Painting Services,Northeast,Painting,Independent Contractor,Newark,NJ,15,40000
C02487,Anderson Electrical Solutions,Southeast,Electrical,Small Commercial,Orlando,FL,7,80000
C02488,Metro General Enterprises,West,General Construction,Small Commercial,Los Angeles,CA,11,160000
C02489,Precision Plumbing Solutions,Southwest,Plumbing,Small Business,Dallas,TX,6,100000
C02490,Boston General Experts,Northeast,General Construction,Large Commercial,Boston,MA,14,210000
C02491,Boston Residential Inc 1,Northeast,Residential Construction,Large Commercial,Boston,MA,7,115000
C02492,Summit Electrical Enterprises,Northeast,Electrical,Small Business,New York,NY,7,100000
C02493,Summit Plumbing Inc,Midwest,Plumbing,Large Commercial,Chicago,IL,4,340000
C02494,Buffalo Roofing Supply 1,Northeast,Roofing,Large Commercial,Buffalo,NY,1,480000
C02495,Thomas Roofing Services,Northeast,Roofing,Small Business,Providence,RI,6,40000
C02496,Providence Painting Services,Northeast,Painting,Small Business,Providence,RI,3,45000
C02497,Rapid Residential Solutions 3,West,Residential Construction,Small Business,Sacramento,CA,14,95000
C02498,New York Painting Services,Northeast,Painting,Large Commercial,New York,NY,7,370000
C02499,Smith General LLC,West,General Construction,Small Commercial,San Jose,CA,9,120000
C02500,Thomas Painting Inc,West,Painting,Small Business,San Diego,CA,13,100000
C02501,Prime Painting Pros 1,Midwest,Painting,Large Commercial,Detroit,MI,2,325000
C02502,Providence Residential Supply 1,Northeast,Residential Construction,Small Business,Providence,RI,2,95000
C02503,Rodriguez & Sons Roofing,Northeast,Roofing,Independent Contractor,Newark,NJ,14,25000
C02504,Indianapolis Residential Group 1,Midwest,Residential Construction,Small Commercial,Indianapolis,IN,4,200000
C02505,Complete General Contractors 1,West,General Construction,Large Commercial,San Diego,CA,5,195000
C02506,Austin General Group,Southwest,General Construction,Independent Contractor,Austin,TX,12,30000
C02507,Anderson & Sons Residential 1,Southwest,Residential Construction,Small Business,San Antonio,TX,1,80000
C02508,Lee Residential Inc 2,Southwest,Residential Construction,Large Commercial,San Antonio,TX,14,250000
C02509,Premier Residential Solutions 1,West,Residential Construction,Small Business,San Jose,CA,3,20000
C02510,Martinez Residential Pros,Mid-Atlantic,Residential Construction,Independent Contractor,Philadelphia,PA,11,5000
C02511,Atlanta HVAC Works,Southeast,HVAC,Small Commercial,Atlanta,GA,14,165000
C02512,Johnson Painting Solutions 2,Southeast,Painting,Large Commercial,Atlanta,GA,6,260000
C02513,Taylor HVAC Contractors 1,Southeast,HVAC,Small Business,Orlando,FL,2,30000
C02514,Ultimate Painting Supply 2,Southeast,Painting,Small Commercial,Atlanta,GA,7,140000
C02515,Little Rock Plumbing LLC 1,South Central,Plumbing,Small Business,Little Rock,AR,8,20000
C02516,Martinez Residential Specialists,Midwest,Residential Construction,Large Commercial,Chicago,IL,1,145000
C02517,Summit General Works 1,Northeast,General Construction,Large Commercial,Newark,NJ,4,375000
C02518,Clark Plumbing LLC 1,Mid-Atlantic,Plumbing,Small Business,Pittsburgh,PA,10,100000
C02519,Davis Residential Services,Southeast,Residential Construction,Small Commercial,Miami,FL,2,175000
C02520,Anderson General Enterprises,Northeast,General Construction,Small Commercial,New York,NY,1,120000
C02521,Garcia HVAC Services,Northwest,HVAC,Small Business,Spokane,WA,14,50000
C02522,Garcia Residential Contractors 1,Northwest,Residential Construction,Large Commercial,Boise,ID,4,115000
C02523,Prime Residential LLC,Northwest,Residential Construction,Large Commercial,Boise,ID,3,175000
C02524,Lee General Contractors 1,Southeast,General Construction,Independent Contractor,Atlanta,GA,10,40000
C02525,Rodriguez Plumbing Experts 1,Midwest,Plumbing,Large Commercial,Cleveland,OH,7,295000
C02526,Wilson Plumbing Experts 1,Southwest,Plumbing,Small Commercial,San Antonio,TX,15,95000
C02527,Garcia Painting Pros,Mid-Atlantic,Painting,Large Commercial,Philadelphia,PA,12,120000
C02528,Brown General Solutions,Southwest,General Construction,Large Commercial,Phoenix,AZ,6,240000
C02529,Wilson Electrical Group 1,Southeast,Electrical,Independent Contractor,Miami,FL,8,40000
C02530,San Francisco HVAC Works,West,HVAC,Small Commercial,San Francisco,CA,12,110000
C02531,Taylor General LLC 1,Southwest,General Construction,Small Business,Dallas,TX,3,75000
C02532,Clark Plumbing Specialists,Southwest,Plumbing,Large Commercial,Dallas,TX,4,370000
C02533,Painting Experts 3,Southwest,Painting,Small Business,Houston,TX,6,65000
C02534,San Antonio Residential Contractors 3,Southwest,Residential Construction,Small Commercial,San Antonio,TX,12,90000
C02535,Wilson Electrical Works,Midwest,Electrical,Large Commercial,Cleveland,OH,10,255000
C02536,Lee Roofing Services 1,Midwest,Roofing,Small Commercial,Detroit,MI,10,190000
C02537,San Antonio Residential Services 2,Southwest,Residential Construction,Large Commercial,San Antonio,TX,1,475000
C02538,General Pros 3,Southwest,General Construction,Small Business,San Antonio,TX,14,60000
C02539,San Diego General Inc 2,West,General Construction,Large Commercial,San Diego,CA,14,405000
C02540,Indianapolis Painting Contractors 1,Midwest,Painting,Small Commercial,Indianapolis,IN,11,160000
C02541,Cleveland Painting LLC 1,Midwest,Painting,Small Commercial,Cleveland,OH,4,50000
C02542,Prime Electrical Supply 1,West,Electrical,Small Commercial,San Jose,CA,10,85000
C02543,Miami General Enterprises 1,Southeast,General Construction,Independent Contractor,Miami,FL,2,20000
C02544,Newark Painting Solutions 2,Northeast,Painting,Small Commercial,Newark,NJ,10,100000
C02545,Thomas General Inc,Northeast,General Construction,Small Business,Newark,NJ,15,50000
C02546,Boise Roofing Contractors 1,Northwest,Roofing,Small Commercial,Boise,ID,12,100000
C02547,Dallas General Co,Southwest,General Construction,Large Commercial,Dallas,TX,9,335000
C02548,San Diego Residential Specialists 1,West,Residential Construction,Large Commercial,San Diego,CA,12,185000
C02549,Lee Residential Group,West,Residential Construction,Small Commercial,San Diego,CA,5,115000
C02550,Taylor General Works 1,West,General Construction,Small Commercial,Los Angeles,CA,7,130000
C02551,Premier Plumbing Enterprises,Midwest,Plumbing,Large Commercial,Indianapolis,IN,15,300000
C02552,Thomas Electrical Works,Northeast,Electrical,Small Commercial,New York,NY,1,70000
C02553,Davis HVAC Contractors,Mid-Atlantic,HVAC,Small Business,Philadelphia,PA,2,90000
C02554,Houston Residential Services 1,Southwest,Residential Construction,Large Commercial,Houston,TX,9,330000
C02555,Clark Residential Solutions 1,Northwest,Residential Construction,Small Business,Portland,OR,3,90000
C02556,Detroit Residential Co,Midwest,Residential Construction,Large Commercial,Detroit,MI,3,495000
C02557,Wilson General Inc 1,Midwest,General Construction,Large Commercial,Chicago,IL,4,230000
C02558,Baltimore General Contractors,Mid-Atlantic,General Construction,Large Commercial,Baltimore,MD,7,395000
C02559,Moore HVAC Pros 1,Southeast,HVAC,Small Commercial,Miami,FL,3,170000
C02560,Reliable Painting Contractors 1,Southeast,Painting,Independent Contractor,Jacksonville,FL,11,30000
C02561,Martinez Residential Services 2,West,Residential Construction,Large Commercial,Los Angeles,CA,1,235000
C02562,Pro General Experts 3,Southwest,General Construction,Large Commercial,Dallas,TX,12,200000
C02563,Moore Residential Contractors 2,Northwest,Residential Construction,Large Commercial,Portland,OR,11,445000
C02564,Smith Plumbing Works 1,Southeast,Plumbing,Small Business,Miami,FL,13,45000
C02565,Philadelphia Painting Enterprises 2,Mid-Atlantic,Painting,Small Commercial,Philadelphia,PA,11,125000
C02566,Buffalo Plumbing Group,Northeast,Plumbing,Large Commercial,Buffalo,NY,6,480000
C02567,Clark HVAC Enterprises,West,HVAC,Small Commercial,San Francisco,CA,9,95000
C02568,Providence Roofing Services,Northeast,Roofing,Independent Contractor,Providence,RI,8,20000
C02569,Reliable Electrical Inc,Northeast,Electrical,Independent Contractor,Newark,NJ,3,10000
C02570,Rodriguez General LLC,West,General Construction,Small Business,Los Angeles,CA,4,75000
C02571,Pro Landscaping Experts,South Central,Landscaping,Small Business,Kansas City,MO,14,25000
C02572,Pioneer Residential Works,Mid-Atlantic,Residential Construction,Small Business,Pittsburgh,PA,3,75000
C02573,Professional Electrical Inc 2,West,Electrical,Small Commercial,San Francisco,CA,3,75000
C02574,Sacramento Painting Co 1,West,Painting,Independent Contractor,Sacramento,CA,8,15000
C02575,San Jose Residential Inc,West,Residential Construction,Large Commercial,San Jose,CA,7,210000
C02576,Moore HVAC Services 1,Southwest,HVAC,Small Commercial,Phoenix,AZ,15,80000
C02577,Chicago HVAC Services,Midwest,HVAC,Small Business,Chicago,IL,5,65000
C02578,Dynamic Residential Experts 3,Southwest,Residential Construction,Small Commercial,Houston,TX,1,175000
C02579,Thomas Electrical Co,West,Electrical,Small Business,San Jose,CA,11,75000
C02580,Davis Residential Contractors,West,Residential Construction,Small Business,San Jose,CA,10,45000
C02581,Dallas Residential Experts 2,Southwest,Residential Construction,Small Business,Dallas,TX,15,95000
C02582,Quality Residential Inc 1,Southeast,Residential Construction,Small Commercial,Orlando,FL,15,110000
C02583,Houston General LLC,Southwest,General Construction,Small Business,Houston,TX,11,75000
C02584,Superior General Enterprises 1,Southeast,General Construction,Small Business,Orlando,FL,7,50000
